health,age,sex,educ,sexornt,partyid,race,married,income
fair,62,female,8,heterosexual or straight,dem,black,1,13750.0
excellent,62,female,12,heterosexual or straight,dem,black,1,5500.0
good,52,female,12,heterosexual or straight,dem,black,1,18750.0
fair,84,male,14,heterosexual or straight,dem,white,1,
fair,26,female,13,homosexual or gay,dem,black,1,18750.0
excellent,71,male,14,heterosexual or straight,rep,white,1,16250.0
excellent,74,male,12,heterosexual or straight,rep,white,1,13750.0
excellent,50,female,12,heterosexual or straight,other,white,1,16250.0
excellent,40,male,16,heterosexual or straight,other,black,1,18750.0
fair,66,female,12,heterosexual or straight,rep,white,1,
excellent,61,female,16,heterosexual or straight,rep,white,1,
excellent,20,male,12,heterosexual or straight,other,black,0,16250.0
good,40,female,14,heterosexual or straight,rep,white,1,16250.0
excellent,56,male,12,heterosexual or straight,rep,white,1,18750.0
good,34,male,9,heterosexual or straight,other,other,1,11250.0
good,35,female,0,heterosexual or straight,other,other,0,7500.0
excellent,38,female,16,heterosexual or straight,rep,white,1,18750.0
poor,64,male,12,heterosexual or straight,dem,black,1,
good,37,female,18,heterosexual or straight,dem,black,1,18750.0
good,28,female,9,heterosexual or straight,dem,black,1,
good,48,female,12,heterosexual or straight,dem,white,1,
good,53,female,13,heterosexual or straight,rep,white,1,16250.0
good,29,male,11,heterosexual or straight,dem,black,0,
good,46,female,11,heterosexual or straight,dem,black,0,11250.0
poor,83,female,11,heterosexual or straight,dem,white,1,
fair,25,female,14,heterosexual or straight,rep,white,0,7500.0
excellent,43,female,12,heterosexual or straight,dem,white,1,
good,43,male,12,heterosexual or straight,other,white,1,16250.0
good,35,female,12,heterosexual or straight,other,white,1,
excellent,67,female,14,heterosexual or straight,rep,white,1,
fair,88,female,12,heterosexual or straight,dem,white,1,
fair,54,female,11,heterosexual or straight,rep,white,1,
good,41,female,14,heterosexual or straight,other,white,1,16250.0
fair,46,male,12,heterosexual or straight,dem,white,1,18750.0
good,54,female,12,heterosexual or straight,other,white,1,
excellent,34,female,14,heterosexual or straight,dem,white,1,13750.0
excellent,36,female,12,heterosexual or straight,other,white,1,
good,65,male,16,heterosexual or straight,dem,white,1,18750.0
excellent,48,female,16,heterosexual or straight,dem,white,1,16250.0
fair,30,male,14,heterosexual or straight,dem,white,0,4500.0
excellent,48,female,18,heterosexual or straight,rep,white,1,9000.0
good,49,female,12,heterosexual or straight,rep,white,1,18750.0
good,54,male,16,heterosexual or straight,dem,white,1,18750.0
good,49,male,16,heterosexual or straight,rep,white,1,18750.0
good,54,male,12,heterosexual or straight,rep,white,1,18750.0
good,62,male,12,heterosexual or straight,rep,white,1,18750.0
fair,75,female,14,heterosexual or straight,rep,white,1,
good,89,female,14,heterosexual or straight,rep,white,1,
good,56,male,12,heterosexual or straight,other,white,1,18750.0
excellent,24,male,14,heterosexual or straight,dem,white,0,11250.0
fair,27,male,13,heterosexual or straight,dem,white,0,18750.0
good,71,female,12,heterosexual or straight,rep,white,1,16250.0
